character,text
YANG,"If you look at our history, almost half of Fortune 500 companies were founded by either immigrants or children of immigrants. And rates of business formation are much higher in immigrant communities. We have to say to the American people, immigrants are positive for our economic and social dynamism, and I would return the level of legal immigration to the point it was under the Obama-Biden administration."
YANG,"I think we have to compete for talent and I am the opposite of Donald Trump in many ways. He says, build a wall. I'm going to say to immigrants, come to America, because if you come here, your son our daughter can run for president. The water is great. And this is where you want to build a company, build a family, and build a life."
YANG,"This country has been a magnet for human capital for generations. If we lose that, we lose something integral to our continued success. And that is where I would lead as president."
YANG,(APPLAUSE)
RAMOS, (SPEAKING SPANISH)
BUTTIGIEG, Gracias.
RAMOS," (INAUDIBLE) Pete, eight out of 10 Latinos in Texas for another mass shooter targeting them. This is according to a new Univision poll. President Trump has called Mexican immigrants rapists and killers, tried to ban Muslims from entering the country separated children from their parents."
RAMOS,"He supporters have chanted, build a wall and send her back. Do you think that people who support President Trump and his immigration policies are racist?"
BUTTIGIEG, Anyone who supports this is supporting racism.
BUTTIGIEG,(APPLAUSE)
BUTTIGIEG,(SPEAKING SPANISH)
BUTTIGIEG,"The only people, though, who actually buy into this president's hateful rhetoric around immigrants are people who don't know any. We have an opportunity to build an American majority around immigration reform. In my community, a group of conservative Republicans rallied around an individual, a beloved local individual who was deported when he went into ICE to try to get his paperwork sorted out, because they never thought it would happen to him."
BUTTIGIEG,"In some of the most conservative, rural areas of Iowa, I have seen communities that embraced immigration grow. And that's why part of my plan for revitalizing the economies of rural America includes community renewal visas that would allow cities and towns and counties that are hurting not only for jobs but for population to embrace immigration as we have in my city."
BUTTIGIEG,"You know, the only reason that South Bend is growing right now, after years of shrinking, is immigration. It's one of the reasons we acted, not waiting for Washington, to create city-issued municipal IDs, so that people, regardless of immigration status in our city, had the opportunity to have the benefits of identification."
BUTTIGIEG,"We have an opportunity to actually get something done. But we cannot allow this continue to be the same debate with the same arguments and the same clever lines often among the same people since the last real reform happened in the 1980s. We have to actually engage the American majority around the opportunities for not just growth in small communities, but our values. Values of welcome, values of faith that all argue for us to manage this humanely and in a way that marries our values with our laws."
RAMOS, (SPEAKING SPANISH)
RAMOS,"In an interview eight months ago, you were asked to asked what to do with the so-called ""over-stayers,"" people who come with a visa and then stay. And you said, I don't know. Do you have an answer now?"
O’ROURKE," I do. And if you read the rest of that article in The Washington Post, I talked about harmonizing our entry/exit system with Mexico in the same way that we do with Canada. I think that could help us to keep a handle on visa over-stays."
O’ROURKE,"But I think the larger question that we're trying to get at is, how do we rewrite this country's immigration laws in our own image? In the image of Houston, Texas, the most diverse city in the United States of America."
O’ROURKE,(APPLAUSE)
O’ROURKE,"In the image of El Paso, Texas, one of the safest cities in the United States of America. Safe, not despite the fact that we are a city of immigrants, safe because we are a city of immigrants."
O’ROURKE,(SPEAKING SPANISH)
O’ROURKE,(APPLAUSE)
O’ROURKE,"I will lead an effort to make sure that we rewrite our immigration laws in that way. Never cage another child. Make sure that there is accountability and justice for the seven lives lost under our care and our custody, but also face the fact that Democrats and Republicans alike voted to build a wall that has produced thousands of deaths of people trying to cross to join family or to work a job."
O’ROURKE,"That we have been part of deporting people, hundreds of thousands just in the Obama administration alone, who posed no threat to this country, breaking up their families. Democrats have to get off the back foot, we have to lead on this issue, because we know it is right."
O’ROURKE,"Legalize America, begin with those more than 1 million DREAMers, make them U.S. citizens right now in this, their true home country..."
O’ROURKE,(APPLAUSE)
O’ROURKE,"... and extend that to their parents, their sisters and their brothers, and ensure that we have a legal, safe, orderly system to come to this country and add to our greatness here."
RAMOS, Thank you. George.
STEPHANOPOULOS," Jorge, thank you."
STEPHANOPOULOS,"We're going to take a quick break. When we come back, national security, foreign policy, homeland security, the impact on American jobs and U.S. troops."
STEPHANOPOULOS,(COMMERCIAL BREAK)
ANNOUNCER," Live from Texas Southern University in Houston, the ""Democratic Debate."""
STEPHANOPOULOS," Welcome back. We want to turn now to national security and the foreign policy issue that has such a direct impact here at home. The U.S. relationship with China, trade, and President Trump's tariffs. We received more than 100 questions from viewers wanting to know how all of you are going to handle these tariffs."
STEPHANOPOULOS,"And, Mr. Yang, let me begin with you. Would you repeal the tariffs on your first day in office? And if so, would you risk losing leverage in our trade relationship with China?"
YANG," I would not repeal the tariffs on day one, but I would let the Chinese know that we need to hammer out a deal, because right now, the tariffs are pummeling producers and farmers in Iowa who have absolutely nothing to do with the imbalances that we have with China."
YANG,"A CEO friend of mine was in China recently and he said that he saw pirated U.S. intellectual property on worker workstations to the tune of thousands of dollars per head. And he said, one, how can my workers compete against that? And, two, think about all the lost revenue to American companies."
YANG,"So, the imbalances are real. But we have to let the Chinese know that we recognize that President Trump has pursued an arbitrary and haphazard trade policy that has had victims on both sides."
YANG,"So, no to repealing the tariffs immediately, but yes to making sure we come to a deal that addresses the concerns of American companies and American producers."
STEPHANOPOULOS," Mayor Pete, let me take that question -- let me take that question to you, because you've seen President Trump's tweets. He says what's going to happen here is the Chinese are just going to wait him out so that they can get a Democrat who they can take advantage of."
STEPHANOPOULOS,How do you think about China? We've seen President Trump call President Xi both an enemy and a friend.
BUTTIGIEG," Well, the president clearly has no strategy."
BUTTIGIEG,"You know, when I first got into this race, I remember President Trump scoffed and said he'd like to see me making a deal with Xi Jinping. I'd like to see him making a deal with Xi Jinping."
BUTTIGIEG,(LAUGHTER)
BUTTIGIEG,"Is it just me, or was that supposed to happen in, like, April? It's one more example of a commitment not made. When that happens on the international stage, people take note, not just our competitors, our adversaries, but also our allies take note of the inability of the United States to keep its word or follow through on its plans. And when that happens, there are serious consequences."
BUTTIGIEG,"We saw it at the G7. The leaders of some of the greatest powers and economies of the world sitting to talk about one of the greatest challenges in the world, climate change, and there was literally an empty chair where American leadership could have been."
BUTTIGIEG,"The problem is, this is a moment when American leadership is needed more than ever, whether it's in Hong Kong, where those protesters for democracy need to know that they have a friend in the United States, or anywhere around the world where increasingly we see dictators throwing their weight around. The world needs America, but it can't be just any America."
STEPHANOPOULOS, Would you repeal the tariffs?
BUTTIGIEG," I would have a strategy that would include the tariffs as leverage, but it's not about the tariffs. Look, what's going on right now is a president who has reduced the entire China challenge into a question of tariffs, when what we know is that the tariffs are coming down on us more than anybody else and there's a lack of a bigger strategy."
STEPHANOPOULOS," Senator Klobuchar, you've actually supported the tariffs on steel."
KLOBUCHAR," What we've got right now, though, George, it's not a focused tariff on steel. What he has done here, he has assessed these tariffs on our allies. He has put us in the middle of this trade war and he is treating our farmers and our workers like poker chips in one of his bankrupt casinos. And if we are not careful, he is going to bankrupt this country."
KLOBUCHAR,"One forecast recently says that it has already cost us 300,000 jobs, all right? There is soybeans that are mounting up in bins all over the Midwest, in my state of Minnesota and in Iowa."
KLOBUCHAR,"So what I think we need to do is to go back to the negotiating table -- that's what I would do. I wouldn't have put all these tariffs in place. And I wouldn't have had a trade policy where on August 1st he announces he's going to have tariffs on $300 billion of goods, on August 13th, he cuts it in half, a week later, he says he's going to reduce taxes, the day after that, he says he's going to do it."
KLOBUCHAR,"The leaders of the world are watching this, and it undermines our strength as a nation. And, yes, we want fair trade, but we must work with the rest of the world. And he has made a mockery of focused trade policy, which I think means enforcement, like we've done in northern Minnesota, passing bills, getting President Obama to do more on that, so that our workers can benefit, so we are importing, exporting goods and making sure that it's a competitive policy where our goal is that we are making things, inventing things, and exporting to the world. He is defeating that goal."
STEPHANOPOULOS," Secretary Castro, you actually, in one of the previous debates, identified China as the most serious national security threat to our country. I want to pick up on what Senator Klobuchar was saying. She said she would go back to the negotiating table. The question is, what do you do for leverage? Where do you get it?"
CASTRO," Well, look, I agree with those who have said that this erratic, haphazard trade war is hurting American families. As Senator Klobuchar said, 300,000 American jobs. It's estimated that it's cost $600 to the average American family. Just a couple of days ago, 60 percent of Americans said that they believe that we're in for a recession next year."
CASTRO,"So when I become president, I would immediately begin to negotiate with China to ratchet down that trade war. We have leverage there. I also believe, though, that we need to return to a leader when it comes to things like human rights."
CASTRO,"We have millions of Uighurs, for instance, in China that right now are being imprisoned and mistreated."
CASTRO,(APPLAUSE)
CASTRO,"And in North Korea, this president is elevating a dictator. We need to stop that. We need to return to ensuring that America leads again on human rights. When it comes to this trade war, I would immediately begin ratcheting that trade war down. We have leverage in that discussion."
STEPHANOPOULOS," Senator Warren, let me bring you in on this conversation. President Obama signed the Trans-Pacific Partnership. In part, it was designed to rein in China, to bring China into some kind of regulation. What do you think he got wrong?"
WARREN," So our trade policy in America has been broken for decades, and it has been broken because it works for giant multinational corporations and not for much of anyone else. These are giant corporations that, shoot, if they can save a nickel by moving a job to a foreign country, they'll do it in a heartbeat."
WARREN,"And yet for decades now, who's been whispering in the ears of our trade negotiators? Who has shaped our trade policy? It's been the giant corporations. It's been their lobbyists and their executives."
WARREN,"The way we change our trade policy in America is, first, the procedures. Who sits at the table? I want to negotiate trade with unions at the table. I want to negotiate it with small farmers at the table. I want to negotiate it with environmentalists at the table. I want to negotiate with human rights activists at the table."
WARREN,"And you asked the question about leverage. If I can just respond to that one, the leverage, are you kidding? Everybody wants access to the American market. That means that we have the capacity to say right here in America, you want to come sell goods to American consumers? Then you got to raise your standards. You've got to raise your labor standards. You've got to raise your environmental standards..."
WARREN,(APPLAUSE)
WARREN,... so our companies can compete on a level playing field. We can use trade not to undermine American workers and not to undermine American farms and not to undermine small businesses in this country. We can use trade to help build a stronger economy.
WARREN,(APPLAUSE)
STEPHANOPOULOS," Senator Harris, how would your trade policy differ from President Obama's?"
HARRIS," Well, first of all, I have no criticism of that more than just looking at where we are now, which is we've got a guy in the White House who has been erratic on trade policy. He conducts trade policy by tweet, frankly born out of his fragile ego. It has resulted in farmers in Iowa with soybeans rotting in bins, looking at bankruptcy."
HARRIS,"When we look at this issue, my trade policy, under a Harris administration, is always going to be about saying, we need to export American products, not American jobs. And to do that, we have to have a meaningful trade policy."
HARRIS,"I am not a protectionist Democrat. Look, we need to sell our stuff. And that means we need to sell it to people overseas. That means we need trade policies that allow that to happen."
HARRIS,"You asked earlier about China. It's a complicated relationship. We have to hold China accountable. They steal our products, including our intellectual property. They dump substandard products into our economy. They need to be held accountable."
HARRIS,We also need to partner with China on climate and the crisis that that presents. We need to partner with China on the issue of North Korea. I am on -- and I think the only person on this stage -- the Senate Intelligence Committee and the Senate Homeland Security Committee. We need a partner on the issue of North Korea.
HARRIS,"But the bottom line is this. Donald Trump in office on trade policy, you know, he reminds me of that guy in ""The Wizard of Oz,"" you know, when you pull back the curtain, it's a really small dude?"
HARRIS,(LAUGHTER)
STEPHANOPOULOS," OK. I'm not even going to take the bait, Senator Harris. But I am going to take..."
HARRIS," Oh, George, it wasn't about you."
STEPHANOPOULOS, I'm going to take this to Senator Sanders right now.
SANDERS," Well, there is a reason -- there is a reason why, in the last 45 years, the average American today, despite an explosion of technology and worker productivity, is not making a penny more than he or she made 45 years ago. And one of the reasons is that, for decades, we have had disastrous trade policies."
SANDERS,"I got to say to my good friend, Joe Biden, Joe and I strongly disagree on trade. I helped lead the opposition to NAFTA and PNTR, which cost this country over 4 million good-paying jobs."
SANDERS,(APPLAUSE)
SANDERS,And what happened is people who had those jobs ended up getting other jobs making 50 percent of what they made in manufacturing.
SANDERS,"So Trump, obviously, hasn't a clue. Trump thinks that trade policy is a tweet at 3 o'clock in the morning. What we have got to do is develop a trade policy that represents workers, represents the farmers in the Midwest and elsewhere, who are losing billions right now because of Trump's policy, a trade policy which understands that if a company shuts down in America and goes abroad, and then thinks they're going to get online to get a lucrative federal contract, under Bernie Sanders, they got another guess coming."
STEPHANOPOULOS," Vice President Biden, he invoked your name."
BIDEN," Yeah, well, look, we're either going to make policy or China's going to make the rules of the road. We make up 25 percent of the world economy. We need another 25 percent to join us."
BIDEN,"And I think Elizabeth -- Senator Warren is correct. At the table has to be labor and at the table have to be environmentalists. The fact of the matter is, China -- the problem isn't the trade deficit, the problem is they're stealing our intellectual property. The problem is they're violating the WTO. They're dumping steel on us. That's a different issue than whether or not they're dumping agricultural products on us."
BIDEN,"In addition to that, we're in a position where, if we don't set the rules, we, in fact, are going to find ourselves with China setting the rules. And that's why you need to organize the world to take on China, to stop the corrupt practices that are underway."
STEPHANOPOULOS," Senator Booker, close out this round."
BOOKER," Sure. There's one point we're really missing on the stage right now, which is the fact that Donald Trump's America first policy is actually an America isolated, an America alone policy."
BIDEN, Exactly right.
BOOKER," From trade to battling China to the global crisis of climate change, the challenges in the Middle East, he is pulling us away from our allies, out of the Iran deal, out of the Paris climate accords."
BOOKER,"And on trade, he's deciding to take on China, while at the same time taking on tariff battles with all of our allies. You literally have him using a national security waiver to put tariffs on Canada. Now, look, I'm the only person on this stage that finds Trudeau's hair very menacing, but they are not a national security threat."
BOOKER,(LAUGHTER)
BOOKER,"We cannot go up against China alone. This is a president that has a better relationship with dictators, like Duterte and Putin, than he does with Merkel and Macron. We are the strongest nation on the planet Earth, and our strength is multiplied and magnified when we stand with our allies in common cause and common purpose. That's how we beat China. That's how we beat climate change on the planet Earth, and that's how American values are the ones that lead on issues of trade and workers' rights."
BOOKER,(APPLAUSE)
STEPHANOPOULOS, David?
MUIR," George, thank you. I want to turn now to our troops overseas and to America's longest war in Afghanistan. U.S. talks with the Taliban are dead, according to the president. Secret talks at Camp David have been canceled before they could happen. Many of you have weighed in on that already, so I want to move past that tonight to what all of you have promised on the campaign trail."
MUIR,"Many of you on this stage have said you'd bring the troops home in your first term. Others have said in your first year. Senator Warren, we all know the presidency is much different from the campaign trail. President Obama wanted to bring the troops home. President Trump promised to bring the troops home. And you have said of Afghanistan, let's help them reach a peace settlement. It is time to bring our troops home, in your words, starting right now. Would you keep that promise to bring the troops home starting right now with no deal with the Taliban?"
WARREN, Yes. And I'll tell you why. What we're doing right now in Afghanistan is not helping the safety and security of the United States. It is not helping the safety and security of the world. It is not helping the safety and security of Afghanistan. We need to bring our troops home.
WARREN,And then we need to make a big shift. We cannot ask our military to keep solving problems that cannot be solved militarily.
WARREN,(APPLAUSE)
WARREN,"We're not going to bomb our way to a solution in Afghanistan. We need to treat the problem of terrorism as a worldwide problem, and that means we need to be working with all of our allies, our European allies, our Canadian allies, our Asian allies, our allies in Africa and in South America. We need to work together to root out terrorism."
WARREN,It means using all of our tools. It means economic investment. It means expanding our diplomatic efforts instead of hollowing out the State Department and deliberately making it so we have no eyes and ears in many of these countries. We need a foreign policy that is about our security and about leading on our values.
STEPHANOPOULOS," Senator Warren, a quick follow on that, because top U.S. leaders, military leaders on the ground in Afghanistan told me you can't do it without a deal with the Taliban. You just said you would, you would bring them home. What if they told you that? Would you listen to their advice?"
WARREN," I was in Afghanistan with John McCain two years ago this past summer. I think it may have been Senator McCain's last trip before he was sick. And I talked to people -- we did -- we talked to military leaders, American and local leaders, we talked to people on the ground and asked the question, the same one I ask on the Senate Armed Services Committee every time one of the generals comes through"
WARREN,"And what you hear is a lot of, ""Uh,"" because no one can describe it. And the reason no one can describe it is because the problems in Afghanistan are not problems that can be solved by a military."
WARREN,I have three older brothers who all served in the military. I understand firsthand the kind of commitment they have made. They will do anything we ask them to do. But we cannot ask them to solve problems that they alone cannot solve.
WARREN,"We need to work with the rest of the world. We need to use our economic tools. We need to use our diplomatic tools. We need to build with our allies. And we need to make the whole world safer, not keep troops bombing in Afghanistan."
MUIR," Senator Warren, thank you."
MUIR,(APPLAUSE)
MUIR,"I do want to stay on this, and I want to turn to Mayor BUTTIGIEG, because you're the only veteran on this stage. You served in Afghanistan. We heard in recent days from General Joseph Dunford, the chair of the Joint Chiefs of Staff, who said in recent days, ""I'm not going to use the word withdrawal right now. It's our judgment the Afghans need support to deal with the level of violence."" If he's not even using the word withdrawal, would you put your promise to bring troops home in the first year on hold to follow the advice?"
BUTTIGIEG," You know, I served under General Dunford, way under General Dunford, in Afghanistan."
BUTTIGIEG,(LAUGHTER)
BUTTIGIEG,"And today, September 12, 2019, means that today you could be 18 years old, old enough to serve, and had not been alive on 9/11. We have got to put an end to endless war."
BUTTIGIEG,"And the way we do it is see to it that that country will never again be used for an attack against our homeland, and that does not require an open-ended commitment of ground troops."
BUTTIGIEG,"Let me say something else, because if there's one thing we've learned about Afghanistan, from Afghanistan, it's that the best way not to be caught up in endless war is to avoid starting one in the first place."
BUTTIGIEG,(APPLAUSE)
BUTTIGIEG,"And so when I am president, an authorization for the use of military force will have a built-in three-year sunset. Congress will be required to vote and a president will be required to go to Congress to seek an authorization. Because if our troops can summon the courage to go overseas, the least our members of Congress should be able to do is summon the courage to take a vote on whether they ought to be there."
BUTTIGIEG,(APPLAUSE)
BUTTIGIEG,"By the way, we also have a president right now who seems to treat troops as props, or worse, tools for his own enrichment. We saw what's going on with flights apparently being routed through Scotland just so people can stay at his hotels?"
BUTTIGIEG,"I'll tell you, as a military officer, the very first thing that goes through your mind, the first time you ever make eye contact with somebody that you are responsible for in uniform, is do not let these men and women down. This president is doing exactly that. I will not."
BUTTIGIEG,(APPLAUSE)
MUIR," Mayor Buttigieg, thank you."
MUIR,"I want to turn to Vice President Biden, because the concerns about any possible vacuum being created in Afghanistan, if you pulled the U.S. troops out, has been heightened by what we've seen in recent days on the ground in Iraq."
MUIR,"When you were vice president, President Obama turned to you to bring the troops home from Iraq. You have said on the campaign trail, quote, ""I made sure the president turned to me and said, Joe, get our combat troops out of Iraq."" There was a major drawdown of U.S. troops, and then ISIS seized by some estimates 40 percent of the territory in Iraq. You then had to send thousands of troops back in. Was it wrong to pull out of Iraq that quickly? And did the move actually help ISIS take hold?"
BIDEN," No, it wasn't wrong to pull out. But I want to answer your Afghanistan question. I've been in and out of Afghanistan, not with a gun, and I admire my friend for his service. But I've been out of Afghanistan I think more than anybody on this -- and it's an open secret, you reported a long time ago, George, that I was opposed to the surge in Afghanistan."
BIDEN,"The whole purpose of going to Afghanistan was to not have a counterinsurgency, meaning that we're going to put that country together. It cannot be put together. Let me say it again. It will not be put together. It's three different countries. Pakistan owns the three counties -- the three provinces in the east. They're not any part of -- the Haqqanis run it. I will go on and on."
BIDEN,But here's the point. The point is that it's a counterterrorism strategy. We can prevent the United States from being the victim of terror coming out of Afghanistan by providing for bases -- insist the Pakistanis provide bases for us to air lift from and to move against what we know.
BIDEN,"We don't need those troops there. I would bring them home. And Joe Dunford's a fine guy, but this has been an internal argument we've had for eight years."
BIDEN,"With regard to -- with regard to Iraq, the fact of the matter is that, you know, I should have never voted to give Bush the authority to go in and do what he said he was going to do. The AUMF was designed, he said, to go in and get the Security Council to vote 15-0 to allow inspectors to go in to determine whether or not anything was being done with chemical weapons or nuclear weapons. And when that happened, he went ahead and went anyway without any of that proof."
BIDEN,"I said something that was not meant the way I said it. I said -- from that point on -- what I was argued against in the beginning, once he started to put the troops in, was that in fact we were doing it the wrong way; there was no plan; we should not be engaged; we didn't have the people with us; we didn't have our -- we didn't have allies with us, et cetera."
BIDEN,"And it was later, when we came into office, that Barack turned -- the president turned to me and said, ""Joe"" -- when they said we've got a plan to get out, he turned to the whole security and said, ""Joe will organize this. Get the troops home."""
BIDEN,"My son spent a year in Iraq, and I understand. It made -- and we were right to get the combat troops out. The big mistake that was made, which we predicted, was that you would not have a circumstance where the Shia and the Kurds would work together to keep ISIS from coming -- from moving in."
MUIR," Mr. Vice President, thank you."
MUIR,I want to turn to Senator Sanders on this. Because the concern over Afghanistan is very similar to what we saw in Iraq when the troops came out. ISIS filled that vacuum.
MUIR,"What do you make of people out there who are worried that if we pull out U.S. troops too quickly from Afghanistan, it will create safe haven all over again, like the plotters of 9/11?"
SANDERS," David, let me answer that, but let me just comment on something that the vice president said."
SANDERS,"You talked about the big mistake in Iraq and the surge. The truth is, the big mistake, the huge mistake, and one of the big differences between you and me, I never believed what Cheney and Bush said about Iraq..."
SANDERS,(APPLAUSE)
BIDEN, You're right.
SANDERS, I voted against the war in Iraq
SANDERS,(APPLAUSE)
SANDERS,"... and helped lead the opposition. And it's sad to say -- I mean, I, kind of, you know, had the feeling that there would be massive destabilization in that area if we went into that war."
SANDERS,"As the former chairman of the Senate Committee on Veterans Affairs, I want to pick up on what Pete said. We cannot express our gratitude to all of the men and women who have put their lives on the line to defend them -- defend us, who have responded to the call of duty. But I think, also, I am the only person up here to have voted against all three of Trump's military budgets."
SANDERS,(APPLAUSE)
SANDERS,I don't think we have to spend $750 billion a year on the military when we don't even know who our enemy is.
SANDERS,(APPLAUSE)
SANDERS,"I think that what we have got to do is bring this world together -- bring it together on climate change, bring it together in fighting against terrorism. And make it clear that we as a planet, as a global community, will work together to help countries around the world rebuild their struggling economies and do everything that we can to rid the world of terrorism. But dropping bomb on Afghanistan and Iraq was not the way to do it."
MUIR," Senator Sanders, thank you."
MUIR,(APPLAUSE)
MUIR,"I want to take this to Mr. Yang. You share the stage, as you know, when when we talk about troops in Iraq and Afghanistan, with the vice president, who was in the Situation Room, with senators who were on the Senate Armed Services, the Foreign Relations Committees, with an Afghanistan veteran who is on the stage tonight."
MUIR,"As you share the stage with these candidates, what makes you the most qualified on this stage to be commander in chief?"
YANG," I've signed a pledge to end the forever wars. We've been in a state of continuous armed conflict for 18 years, which is not what the American people want. We have to start owning what we can and can't do. We're not very good at rebuilding countries."
YANG,"And if you want proof, all you have to do is look within our own country of Puerto Rico."
YANG,(APPLAUSE)
YANG,"We've spent trillions of dollars to unclear benefits, lost thousands of lives -- and thank you, Pete, for your service. And the goal has to be to rebuild the relationships that have made America strong for decades."
YANG,I would lead our armed forces with restraint and judgment. What the American people want is simply a president who has the right values and point of view and they can trust to make the right decisions when it comes to putting our young men and women into harm's way. And that's what I would do as president.
MUIR," Mr. Yang, thank you."
MUIR,(APPLAUSE)
MUIR,Jorge?
RAMOS, Thank you very much.
RAMOS,(SPEAKING IN SPANISH) (ph)
RAMOS,"You haven't been asked about Latin America in the previous debates, so let's begin. Senator Sanders, one country where many immigrants are arriving from is Venezuela. A recent U.N. fact-finding mission found that thousands have been disappeared, tortured and killed by government forces in Venezuela."
RAMOS,"You admit that Venezuela does not have free elections, but still you refuse to call Nicolas Maduro a dictator -- a dictator. Can you explain why?"
RAMOS,"And what are the main differences between your kind of socialism and the one being imposed in Venezuela, Cuba and Nicaragua?"
SANDERS," Well, first of all, let me be very clear. Anybody who does what Maduro does is a vicious tyrant. What we need now is international and regional cooperation for free elections in Venezuela so that the people of that country can make -- can create their own future."
SANDERS,"In terms of democratic socialism, to equate what goes on in Venezuela with what I believe is extremely unfair. I'll tell you what I believe in terms of democratic socialism. I agree with goes on in Canada and in Scandinavia, guaranteeing health care to all people as a human right."
SANDERS,(APPLAUSE)
SANDERS,I believe that the United States should not be the only major country on earth not to provide paid family and medical leave.
SANDERS,(APPLAUSE)
SANDERS,I believe that every worker in this country deserves a living wage and that we expand the trade union movement.
SANDERS,(APPLAUSE)
SANDERS,"I happen to believe also that what, to me, democratic socialism means, is we deal with an issue we do not discuss enough, Jorge -- it's not in the media and not in Congress. You've got three people in America owning more wealth than the bottom half of this country. You've got a handful of billionaires controlling what goes on in Wall Street, the insurance companies and in the media."
SANDERS,"Maybe, just maybe, what we should be doing is creating an economy..."
RAMOS, Thank you.
SANDERS," ... that works for all of us, not 1 percent. That's my understanding of democratic socialism."
SANDERS,(APPLAUSE)
RAMOS," Secretary, you wanted to say a quick response -- 45 seconds?"
CASTRO," Sure, thank you, Jorge. I'll call Maduro a dictator, because he is a dictator."
CASTRO,(APPLAUSE)
CASTRO,"And what we need to do is to, along with our allies, make sure that the Venezuelan people get the assistance that they need, that we continue to pressure Venezuela so that they'll have free and fair elections, and also, here in the United States, offer temporary protected status, TPS, to Venezuelans."
CASTRO,(APPLAUSE)
CASTRO,"That is something that the Trump administration has failed to do. For all of his big talk about supporting the Venezuelan-American community, he has failed. I will not."
CASTRO,"I also believe that we need to do things like a 21st century Marshall plan for Honduras, El Salvador and Guatemala..."
CASTRO,(APPLAUSE)
CASTRO,"... so that people can find safety and opportunity at home instead of having to make the dangerous journey to the United States. And under my administration, we're going to put renewed focus on Latin America. It makes sense. They're our neighbors and we have a lot of things in common. It also makes sense that, because we have a country like China that is going around the world to places like Africa and Latin America, making their own relationships, strengthening those, the United States needs to strengthen its partnerships in Latin America immediately."
RAMOS," Thank you, Senator."
CASTRO, And I will
RAMOS," Senator Booker, let me ask you about Brazil. After the recent fires in the Amazon, some experts suggested that eating less meat is one way to help the environment. You are a vegan since 2014. That's obviously a personal choice, but President Trump and Brazil's President Bolsonaro are concerned that climate change regulations could affect economic growth."
RAMOS,"So should more Americans, including those here in Texas, and in Iowa..."
RAMOS,(LAUGHTER)
RAMOS,... follow your diet?
RAMOS,(LAUGHTER)
BOOKER," Um (ph), you know, first of all, I want to say no. Actually, I want to translate that into Spanish. No."
BOOKER,(LAUGHTER)
BOOKER,(APPLAUSE)
BOOKER,"Look, on -- let's just be clear. The factory farming going on that's assaulting this corporate consolidation of the agricultural industry, one of the reasons why I have a bill to put a moratorium on this kind of corporate consolidation is because this factory farming is destroying and hurting our environment. And you see independent family farmers being pushed out of business because of the kind of incentives we are giving that don't line up with our values. That's what I'm calling for."
BOOKER,(APPLAUSE)
BOOKER,"But I want to -- I want to switch, because we don't have -- a crowded debate stage, we were talking about Afghanistan and Iraq. It annoys me that we had a conversation about our troops overseas and we didn't say one word about veterans in our country."
BOOKER,(APPLAUSE)
BOOKER,"We have a shameful reality in America that we send people off to war and they often come home with invisible wounds, hurts and harms. They're disproportionately homeless. You hear stories about women waiting for months for gynecological care through the VA. It is very important that, as we -- as a country, understand that we are not going to solve every problem with this outrageous increased militarism, that we also make sure that we stand up for the people that stood for us."
BOOKER,"We end our national anthem with ""home of the brave."" It's about time we make this a better home for our bravest."
BOOKER,(LAUGHTER)
BOOKER,"Congressman O'Rourke, Hurricane Harvey hit this town two years ago. And not only is the Amazon burning, Greenland is melting at a record pace. The last five years have been the hottest ever recorded. And we have a viewer's question about this."
BOOKER,What meaningful action will you take to reverse the effect of climate change? And can we count on you to follow through if your donors are against it?
O’ROURKE," Yes, we will follow through, regardless of the political consequences or who it offends, because this is the very future of our planet and our ability for our children and grandchildren to be able to survive on it."
O’ROURKE,"We will make sure that we get to net zero greenhouse gas emissions no later than the year 2050. That we are halfway there by 2030. That we mobilize $5 trillion over the next 10 years to do that. That we invest here in Houston, Texas, with pre-disaster mitigation grants to protect those communities that are vulnerable to flooding given the fact that this town has seen three 500-year floods in just five years, you'd like to think you're good for 1,500 years, but you're not. They're coming faster and larger and more devastating than ever."
O’ROURKE,"We're also going to make sure that we free ourselves from a dependence on fossil fuels and embrace renewable wind and solar energy technology, as well as the high-paying, high-skill, high-wage jobs that come along with that. And that we're going to pay farmers for the environmental services they want to provide. Planting cover crops, keeping more land under conservation, using no-till farming, regenerative agriculture can pull carbon out of the air and can drive it and sequester it into the soil."
O’ROURKE,That's the way that we're going to meet this challenge and we're going to bring everyone into the solution.
RAMOS, Many of you want to comment. Let's see if we can go very fast. Senator Klobuchar?
KLOBUCHAR, Thank you.
KLOBUCHAR,"This is the existential crisis of our time. It's -- you know that movie ""The Day after Tomorrow""? It's today. We have seen a warming in our world like never before. We're seeing flooding in the Midwest, flooding in Houston, fires in the West. And I think having someone leading the ticket from the Midwest will allow us to talk about this in a different way and get it done."
KLOBUCHAR,"On day one, I will get us back into the international climate change agreement. On day two, I will bring back the clean power rules that President Obama had worked on. On day three, I will bring back the gas mileage standards. You can do all that without Congress, which is good."
KLOBUCHAR,"On day four, five, and six I will, working with Congress and mayors and business people all over the country, introduce sweeping legislation to get at that 2050 goal. And on day seven, you're supposed to rest, but I won't. This is what we need to do if we're going to get at climate change. We have to take this on as a crisis that's happening right now."
RAMOS," Senator Warren, should American foreign policy be based around the principle of climate change?"
WARREN," Yes. We need to work on every front on climate change. It is the threat to every living thing on this planet and we are running out of time. Every time the scientists go back, they say, we have less and less time than we thought we had."
