character,text,
GABBARD," The bottom line is, Senator Harris, when you were in a position to make a difference and an impact in these people's lives, you did not. And worse yet, in the case of those who were on death row, innocent people, you actually blocked evidence from being revealed that would have freed them until you were forced to do so.",
GABBARD,(APPLAUSE),
GABBARD,There is no excuse for that and the people who suffered under your reign as prosecutor owe -- you owe them an apology.,
TAPPER, Senator Harris?,
TAPPER,(APPLAUSE),
HARRIS," My entire career I have been opposed -- personally opposed to the death penalty and that has never changed. And I dare anybody who is in a position to make that decision, to face the people I have faced to say I will not seek the death penalty. That is my background, that is my work.",
HARRIS,"I am proud of it. I think you can judge people by when they are under fire and it's not about some fancy opinion on a stage but when they're in the position to actually make a decision, what do they do.",
HARRIS,"When I was in the position of having to decide whether or not to seek a death penalty on cases I prosecuted, I made a very difficult decision that was not popular to not seek the death penalty. History shows that and I am proud of those decisions.",
LEMON," Senator Harris, thank you very much. Senator Bennet, a question for you. Why are you the best candidate to heal the racial divide that exists in this country today, which has been stoked by the president's racist rhetoric?",
BENNET," Yes. First of all, the president's racist rhetoric should be enough grounds for everybody in this country to vote him out of office.",
BENNET,That one thing alone should be enough.,
BENNET,(APPLAUSE),
BENNET,"Second, Don, I want to answer your question by tagging on the conversation we were just having. This is the fourth debate that we have had and the second time that we have been debating what people did 50 years ago with busing...",
BENNET,(APPLAUSE),
BENNET,... when our schools are as segregated today as they were 50 years ago.,
BENNET,(APPLAUSE),
BENNET,"We need a conversation about what's happening now. And when there's a group of kids in this country that don't get preschool through no fault of their own and another group does, equal is not equal. And we've got a group of K-12 schools that are good because families can spend a million bucks, and you've got the Detroit public schools that are as segregated as they were. Equal is not equal.",
BENNET,(APPLAUSE),
BENNET,"And let me tell you something else, Don. I believe you can draw a straight line from slavery through Jim Crow through the banking and the redlining to the mass incarceration that we were talking about on this stage a few minutes ago. But you know what other line I can draw? Eighty-eight percent of the people in our prisons dropped out of high school. Let's fix our school system and maybe we can fix the prison pipeline that we have.",
BENNET,(APPLAUSE),
LEMON," Thank you, Senator Bennet.",
LEMON,(APPLAUSE),
LEMON,"Governor Inslee, what's your response?",
LEMON,(APPLAUSE),
LEMON,"Governor Inslee, please respond.",
INSLEE," You know, I approach this question with humility because I have not experienced what many Americans have. I've never been a black teenager pulled over in a white neighborhood. I've never been a woman talked over in a meeting. I've never been an LGBTQ member subject to a slur. And so I have believed I have an added responsibility, a double responsibility, to deal with racial disparity. And we've talked on the way we do it, including ending -- ending the school to prison pipeline in my state.",
INSLEE,"But I want to say this. And this is a common error that every single senator on this stage, as much as I respect them all -- they all have an enormous error which is going to prevent our party from making any progressive progress in the United States, and it is this. We are all going to work like the dickens to get more Democrats elected to the Senate, right? We are going to do that.",
INSLEE,(APPLAUSE),
INSLEE,"And I hope we're going to succeed. But if we get a majority in the U.S. Senate, because of the position of these senators, not a damn thing is going to get done. And I'll tell you why. With all their good intentions -- and I know they're very sincere and passionate and I respect them enormously -- but because they embraced this antediluvinal (sic) super-majority thing called the filibuster, Mitch McConnell is going to run the U.S. Senate even if we take a majority.",
LEMON, Thank you.,
INSLEE, We've got to get rid of the filibuster so we can govern the United States.,
LEMON, Mister...,
LEMON,(APPLAUSE),
LEMON," Mr. Yang, why are you the best candidate to heal the racial divide in America -- your response?",
YANG," I spent seven years running a non-profit that helped create thousands of jobs, including hundreds right here in Detroit, as well as Baltimore, Cleveland, New Orleans. And I saw that the racial disparities are much, much worse than I had ever imagined.",
YANG,"They're even worse still. A study just came out that projected the average African-American median net worth will be zero by 2053. So you have to ask yourself, how is that possible? It's possible because we're in the midst of the greatest economic transformation in our history. Artificial intelligence is coming. It's going to displace hundreds of thousands of call center workers, truck drivers -- the most common job in 29 states, including this one.",
YANG,"And you know who suffers most in a natural disaster? It's people of color, people who have lower levels of capital and education and resources. So what are we going to do about it? We should just go back to the writings of Martin Luther King, who in 1967, his book ""Chaos or Community"", said ""We need a guaranteed minimum income in the United States of America."" That is the most effective way for us to address racial inequality in a genuine way and give every American a chance in the 21st Century economy.",
YANG,(APPLAUSE),
LEMON," Mr. Yang, thank you very much.",
LEMON,"Secretary Castro, after the president's racist tweets attacking Baltimore and Congressman Elijah Cummings, the mayor of Baltimore slammed the tweets and said to the president -- and I quote here -- ""Help us. Send the resources that we need to rebuild America.""",
LEMON,So what would you do for Baltimore and other cities that need help?,
CASTRO," First of all, the president is a racist, and that was just one more example of it.",
CASTRO,(APPLAUSE),
CASTRO,"We know that, whether it's Baltimore or cities like Detroit, they have -- they're tremendously rich in history and culture and also in possibility. Here's what I would do if I'm president. Number one, I would invest in tremendous educational opportunity; invest in universal pre-K for three and four-year-olds; invest in improving K-12 education and also making higher education available to everyone through tuition-free public state universities, community colleges and job training and certification programs. I would follow-up on the work that I did at HUD. We passed the most sweeping rule to further desegregate our communities in the United States.",
CASTRO,"This Trump administration set that back. I would put that back in order. I would also invest in housing that is affordable, because folks know that the rent is going through the roof. And we need to make sure that you don't have to get out of West Baltimore, or Inner City Detroit, or the west side of San Antonio, or anywhere, if you want to reach your American dream. I want you to be able to accomplish it in your great neighborhood where you are.",
LEMON," Thank you, Secretary Castro. Senator Gillibrand, what's your response?",
GILLIBRAND," So I don't believe that it's the responsibility of Cory and Kamala to be the only voice that takes on these issues of institutional racism, systemic racism in our country. I think as a white woman of privilege, who is a U.S. senator, running for president of the United States, it is also my responsibility to lift up those voices that aren't being listened to.",
GILLIBRAND,"And I can talk to those white women in the suburbs that voted for Trump and explain to them what white privilege actually is, that when their son is walking down a street with a bag of M&Ms in his pocket, wearing a hoodie, his whiteness is what protects him from not being shot.",
GILLIBRAND,(APPLAUSE),
GILLIBRAND,"When his - when her - when their child has a car that breaks down, and he knocks on someone's door for help, and the door opens, and the help is given, it's his whiteness that protects him from being shot. That is what white privilege in America is today. And so, my responsibility's to only lift up those stories, but explain to communities across America, like I did in Youngstown, Ohio, to a young mother, that this is all of our responsibilities, and that together we can make our community stronger.",
BASH," Thank you, Senator Gillibrand.",
BASH,(APPLAUSE),
BASH,"Let's now turn to the issue of the climate crisis. The United Nations says the world needs to cut all carbon emissions by 2050 or risk facing disastrous consequences. Governor Inslee, many of your fellow democratic candidates say that climate change is the biggest existential threat facing the country. You, though, are calling it the number one priority in your campaign. What do you know that the others don't?",
INSLEE," Well, I know the firsthand terrific impact of climate change on Americans across the country already. The family who I saw, with their aluminum home now, just a pile of molten aluminum, they lost everything in the paradise of fires; the non-profit in Davenport that was washed away in the floods. We have to act now.",
INSLEE,"Look, climate change is not a singular issue, it is all the issue that we Democrats care about. It is health. It is national security. It is our economy. And we know this; middle ground solutions, like the vice president has proposed, or sort of middling average-sized things, are not going to save us.",
INSLEE,"Too little, too late is too dangerous. And we have to have a bold plan, and mine has been called the ""gold standard."" Now, we also need to embed environmental justice. I was in zip code 48217 in the Detroit neighborhood the other day, right next to an oil refinery, where the kids have asthma and they have cancer clusters. And after talking to these folks, I believe this -",
BASH, Thank you -,
INSLEE, I believe this; it doesn't matter what your zip code is -,
BASH," Thank you, Governor.",
INSLEE," - it doesn't matter what your color is, you ought to have clear -",
BASH," Thank you, Governor.",
INSLEE, - air and clear water in America. That's what I believe.,
BASH," Vice President Biden, I'd like to get you to respond.",
BASH,(APPLAUSE),
BASH,Governor Inslee just said that your plan is middling.,
BIDEN," There is no middle ground about my plan. The fact of the matter is I call for the immediate action to be taken. First of all, one of the things that - we're responsible for 15 percent of all the pollution in the country. He's right about how it affects people and it affects neighborhoods, particularly poor neighborhoods",
BIDEN,"But here's the deal; in area, there's also another piece. Eighty-five percent of it is something I helped negotiate; and that is the Paris Climate Accord. I would immediately rejoin that Paris Accord. I would make sure that we up the ante which it calls for. I would be able to bring those leaders together who I know I - I convene (ph) them in the White House, like we did in nuclear summit, and I would raise the standard.",
BASH," Thank you, Mr. Vice President",
BIDEN, I also invested $400 billion -,
BASH," Thank you, sir.",
BIDEN, - in research for new alternatives to deal with climate change.,
BASH," Mr. Yang, your response?",
BIDEN, And that's bigger than any other person.,
YANG," The important number in Vice President Biden's remarks just now is that he United States was only 15 percent of global emissions. We like to act as if we're 100 percent, but the truth is even if we were to curb our emissions dramatically, the earth is still going to get warmer.",
YANG,"And we can see it around it us this summer. The last four years have been the four warmest years in recorded history. This is going to be a tough truth, but we are too late. We are 10 years too late. We need to do everything we can to start moving the climate in the right direction, but we also need to start moving our people to higher ground.",
YANG,And the best way to do that is to put economic resources into your hands so you can protect yourself and your families.,
INSLEE, I was challenged by the vice president.,
BASH," Thank you, Senator.",
INSLEE, May I be heard on this for a moment?,
BASH," Go ahead, Governor.",
INSLEE," Thank you very much. Look, we have -- these deadlines are set by science. Mr. Vice President, your argument is not with me, it's with science. And unfortunately, your plan is just too late. The science tells us we have to get off coal in 10 years. Your plan does not do that. We have to have off of fossil fuels in our electrical grid in 15. Your plan simply does not do that.",
INSLEE,I've heard you say that we need a realistic plan. Here's what I believe...,
BIDEN," No, I didn't say that.",
INSLEE," Here's what I believe. I believe that survival is realistic, and that's the kind of plan we need. And that's the kind I have.",
BIDEN," My plan calls for 500,000 charging stations around the country so by 2030 we're all electric vehicles. My plan calls for making sure that we have $400 billion invested in technologies to learn how to contain what we're doing, creating 10 million new jobs.",
BIDEN,We will double offshore wind. We will end any subsidies for coal or any other fossil fuel. But we have to also engage the world while we're doing it. We have to walk and chew gum at the same time.,
BIDEN,(APPLAUSE),
BASH," Thank you, Mr. Vice President. Just to clarify, would there be any place for fossil fuels, including coal and fracking, in a Biden administration?",
BIDEN," No, we would -- we would work it out. We would make sure it's eliminated and no more subsidies for either one of those, either -- any fossil fuel.",
INSLEE, We can't...,
BASH," Thank you, sir.",
INSLEE," We cannot work it out. We cannot work this out. The time is up. Our house is on fire. We have to stop using coal in 10 years, and we need a president to do it or it won't get done. Get off coal. Save this country and the planet. That's what I'm for.",
BASH," Senator Harris, your response?",
HARRIS," I mean, I have to agree with Governor Inslee. And I'm going to just paraphrase one of your great sayings, Governor, which is we currently have a president in the White House who obviously does not understand the science. He's been pushing science fiction instead of science fact. The guy thinks that wind turbines cause cancer, but what in fact they cause is jobs.",
HARRIS,"And the reality is that I would take any Democrat on this stage over the current president of the United States, who is rolling it back to our collective peril. We must have and adopt a Green New Deal. On day one as president...",
BASH, Thank you.,
HARRIS, ... I would re-enter us in the Paris agreement.,
BASH," Thank you, Senator.",
HARRIS, And put in place so we would be carbon neutral by 2030.,
BASH," Thank you, Senator. I want to talk about that with Senator Gillibrand. You're a co-sponsor of the Green New Deal, which includes the guarantee of a job with medical leave, paid vacations, and retirement security for everyone in America. Explain how that's realistic.",
GILLIBRAND, So the first thing that I'm going to do when I'm president is I'm going to Clorox the Oval Office.,
GILLIBRAND,(APPLAUSE),
GILLIBRAND,"The second thing I'm going to do is I will reengage on global climate change. And I will not only sign the Paris global climate accords, but I will lead a worldwide conversation about the urgency of this crisis.",
GILLIBRAND,"The greatest threat to humanity is global climate change. I visited a family in Iowa who -- water spewed into her home, Fran Parr, it tossed her refrigerator upend, all the furniture was broken, all the dishes were broken, and mud was everywhere. That is the impact of severe weather right now on families' lives.",
GILLIBRAND,"And so the truth is, we need a robust solution. When John F. Kennedy said I want to put a man on the moon in the next 10 years, not because it's easy, but because it's hard, he knew it was going to be a measure of our innovation, our success, our ability to galvanize worldwide competition.",
GILLIBRAND,He wanted to have a space race with Russia. Why not have a green energy race with China? Why not have clean air and clean water for all Americans?,
GILLIBRAND,(APPLAUSE),
GILLIBRAND,Why not rebuild our infrastructure? Why not actually invest in the green jobs? That's what the Green New Deal is about.,
BASH, Thank you.,
GILLIBRAND," Not only will I pass it, but I will put a price on carbon to make market forces help us.",
GILLIBRAND,(APPLAUSE),
BASH," Thank you, Senator. Congresswoman Gabbard, you are not a cosponsor of the Green New Deal. Please respond.",
GABBARD," Well, first of all, this is personal. If you can imagine, I grew up in Hawaii, which is the most remote island chain in the world. So for us growing up there, protecting our environment was not a political issue, it's a way of life. It's part of our culture. It's part of who we are.",
GABBARD,"This is why, as a member of Congress, long before there was ever a Green New Deal, I introduced the most ambitious climate change legislation ever in Congress called the Off Fossil Fuels Act. That actually laid out an actionable plan to take us from where we are today to transition off of fossil fuels and invest in green renewable energy, invest in workforce training, invest in the kinds of infrastructure that we need to deal with the problems and the challenges that climate is posing to us today.",
BASH," Thank you, Congresswoman.",
BASH,"Senator Booker, what's your response? Is the job guarantee in the Green New Deal realistic?",
BOOKER," I just want to take, first of all, a step back and say that I agree wholeheartedly with Governor Inslee. It's one of the reasons why Greenpeace ranks me and him at the top of this entire field of the candidates on climate.",
INSLEE," Second, Cory. Second, but close. You're just close.",
INSLEE,(LAUGHTER),
BOOKER," I'm -- hey, hey. I want to say very clearly -- thank you, man. Thank you. I'll try harder.",
BOOKER,"Look, the reason why is because, first of all, this problem didn't start yesterday. Science didn't become a reality yesterday. This has been going on for years. There was another president that would not join an international accord. Then it was the Kyoto accords. I was mayor then.",
BOOKER,"And I stood up in national leadership joining with other mayors to say climate change is not a separate issue. It must be the issue and the lens with which we view every issue. Nobody should get applause for rejoining the Paris climate accords. That is kindergarten. We have to go to far advances and make sure that everything from our trade deals, everything from the billions of dollars we spend to foreign aid, everything must be sublimated to the challenge and the crisis that is existential, which is dealing with the climate threat.",
BOOKER,"And, yes, the majority of this problem is outside the United States, but the only way we're going to deal with this is if the United States leads.",
BASH," Thank you. Thank you, Senator.",
BASH,(APPLAUSE),
BASH,"Mayor de Blasio, your administration has come under fire after hundreds of children living in New York City public housing tested positive for elevated levels of lead. As you know, we're not far from Flint, Michigan, where residents are still dealing with the consequences of having lead in their drinking water.",
BASH,(APPLAUSE),
BASH,How can you assure the people of Flint and across the nation that you are the right person to handle such a problem?,
DE BLASIO," We have a huge problem, and it's decades old in New York. But here's what we've done about it. We've declared the eradication of all lead, literally ending the notion of lead poisoning once and all as the goal of our administration, and we're doing something about it.",
DE BLASIO,"Lead poisoning has gone down 90 percent since 2005, and we're going to literally bring it down to zero, because we're going to go into every place, buildings, schools, public housing, and take out that lead, remediate that lead once and for all, and that needs to be done all over this country.",
DE BLASIO,"Now, the federal government used to not take any responsibility for our public housing. For decades they've been disinvesting in the public housing that was supposed to be a federal responsibility. That's part of why we have this lead crisis to begin with.",
DE BLASIO,"But I'll tell you what you do when you're actually in charge of something. I'm in charge of the largest city in this nation. You do not accept the status quo. You fix it. And so we are going into every one of those apartments to make sure those children and those families are safe, and then we are going to eradicate that lead once and for all. And there should be a federal mandate to do the same for Flint, for Detroit, for every place in this country.",
BASH," Thank you, Mr. Mayor.",
DE BLASIO, It can be done.,
BASH," Thank you, Mr. Mayor.",
BASH,"Secretary Castro, why are you the right candidate to solve this problem? Please respond.",
CASTRO," Well, because people don't have to wonder what I would do; I've actually done it. I was secretary of housing and urban development when Flint had its water crisis. I went to Flint. We did what we could to help folks get water filters.",
CASTRO,"And then we didn't stop there. We improved the standard of how we deal with elevated blood lead levels in children. A lot of Americans don't know that this is still a major problem out there. I was back in Flint about six weeks ago, and I released a plan to invest $50 billion so that we remove lead as a major public health threat. We need to do it. We can do it. And I will do it if I'm president.",
TAPPER," Thank you, Secretary Castro.",
(UNKNOWN), May I get in on this?,
TAPPER," Donald Trump won independents here in Michigan by 16 percentage points, which was critical to Donald Trump winning the state's 16 electoral votes. Now there is a big debate within the Democratic Party here and around the country about the best way the Democrats can win back Michigan.",
TAPPER,"Vice President Biden, last night on this stage, Senator Elizabeth Warren said, quote, ""We're not going to solve the urgent problems that we face with small ideas and spinelessness. We're going to solve them by being the Democratic Party of big, structural change.""",
TAPPER,"What do you say to progressives who worry that your proposals are not ambitious enough to energize the progressive wing of your party, which you will need to beat Donald Trump?",
BIDEN," Because we did it. I was asked to manage an $87 billion plan that would be spent in a total of 18 months that revived this state and many others, because -- and it kept us out of a depression, with 0.2% of waste or fraud.",
BIDEN,"Secondly, I was part of the organization -- and within our administration -- that pushed bailing General Motors out, saving tens of thousands of jobs here in this state.",
BIDEN,(APPLAUSE),
BIDEN,"Number three, number three, I also was asked, as the mayor of Detroit can tell you, by the president of the United States to help Detroit get out of bankruptcy and get back on its feet. I spent better part of two years out here working to make sure that it did exactly that.",
BIDEN,"We invested significantly in this city when transportation, only -- anyway, the point is we've made significant investment in this state. I expect in this city -- I suspect that's why the mayor endorsed me.",
TAPPER," Thank you, Vice President Biden. Senator Gillibrand, what's your response?",
GILLIBRAND," To the people of Michigan, I know exactly how I'd beat President Trump. I've already done it. I took a bus tour to talk about Trump's broken promises here in Michigan. He promised no bad trade deals.",
GILLIBRAND,"Not only did he not have bad trade deals, he started a trade war with China and he just signed on to another bad trade agreement with NAFTA 2.0, give away to drug companies in Mexico.",
GILLIBRAND,"I took the bus to Michigan, to Ohio, and to Pennsylvania telling people that he has broken his promises to them. I lifted up their voices, I listened to their concerns and I offered real solutions. And I've done this before. My first House district I ran in was a two to one republican district. I won it twice and I haven't lost an election since.",
TAPPER, Thank you.,
GILLIBRAND," And I haven't lost an election since. So I can bring people together in red, purple, and blue areas. But more than that, I can get things done.",
GILLIBRAND,(CROSSTALK),
TAPPER," Thank you, Senator Gillibrand. Mr. Yang, in poll after poll democratic voters are saying that having a nominee who can beat President Trump is more important to them than having a nominee who agrees with them on major issues. And right now, according to polls, they say the candidate who has the best chance of doing that, of beating President Trump is Vice President Biden. Why are they wrong?",
YANG," Well, I'm building a coalition of disaffected Trump voters, independents, libertarians, and conservatives, as well as democrats and progressives. I believe I'm the candidate best suited to beat Donald Trump and as for how to win in Michigan and Ohio and Pennsylvania, the problem is that so many people feel like the economy has left them behind.",
YANG,"What we have to do is we have to say look, there's record high GDP in stock market prices, you know what else they're at record high is? Suicides, drug overdoses, depression, anxiety. It's gotten so bad that American life expectancy had declined for the last three years.",
YANG,"And I like to talk about my wife who is at home with our two boys right now, one of whom is autistic. What is her work count at in today's economy. Zero and we know that's the opposite of the truth. We know that her work is amongst the most challenging and vital.",
YANG,"The way we win this election as we redefine economic progress to include all the things that matter to the people in Michigan and all of us like our own heath, our well being, our mental health, our clean air and clean water, how are kids are doing.",
YANG,If we change the measurements for the 21st century economy to revolve around our own well being then we will win this election.,
YANG,(CROSSTALK),
TAPPER," Thank you, Mr. Yang. Congresswoman Gabbard, your response?",
TAPPER,(APPLAUSE),
GABBARD," Donald Trump won this election because far too many people in this country felt like they'd been left behind by both political parties, by self serving politicians on both sides who are more interested in partisan politics than they are in actually fighting for the people.",
GABBARD,"I'm speaking the truth to people all across this country about the fact that people in Flint, Michigan are still being left behind, still being poisoned by the water in their system because every single month we are spending $4 billion on a continuing war in Afghanistan, $4 billion every single month rather than ending that war, bringing our troops home, and using those precious resources into serving the needs of the people here in this country. People, communities ...",
TAPPER," Thank you, Congresswoman.",
GABBARD, That's the kind of leadership that I'll bring.,
TAPPER," Thank you, Congresswoman. Senator Booker, your response.",
BOOKER," I -- I'm grateful -- I'm grateful. Jake look, this is one of those times where we're not staring at the truth and calling it out. And -- and this is a case for the Democratic Party, the truth will set us free.",
BOOKER,We lost the state of Michigan because everybody from republicans to Russians were targeting the suppression of African American voters.,
BOOKER,(APPLAUSE),
BOOKER,"We need to say that. If the African American vote in this state had been like it was four years earlier, we would have won the state of Michigan. We need to have a campaign that is ready for what's coming. And all out of salt especially on the most valuable voter group in our -- in fact, the highest performing voter group in our coalition, which is black women.",
BOOKER,(APPLAUSE),
BOOKER,And so I will be a person that tries to fight against voter suppression and to activate and engage the kind of voters and coalitions who are going to win states like Michigan and Pennsylvania and Wisconsin.,
TAPPER, Thank you. Senator Harris?,
HARRIS," First of all, Donald Trump came in making a whole lot of promises to working people that he did not keep. He said he was going to help farmers. He said he was going to help auto workers.",
HARRIS,"Farmers are now looking at bankruptcy, soy beans rotting in bills. Auto workers we expect perhaps hundreds of thousands will be out of jobs by the end of the year. Jerome Powell just dropped the interest rates and he admitted why.",
HARRIS,"Because of this so called trade policy that this president has that has been nothing more than the Trump trade tax that has resulted in American families spending as much as $1.4 billion more on everything from shampoo to washing machines. He betrayed the American people, he betrayed American families, and he will lose this election because folks are clear ...",
TAPPER, Thank you.,
HARRIS, -- that he has done nothing except try to beat people down instead of lift people up. And that's what we want in the next president of the United States.,
TAPPER," Thank you, Senator Harris.",
TAPPER,(APPLAUSE),
TAPPER,"The debate is back, right after this short break.",
TAPPER,(APPLAUSE),
TAPPER,(COMMERCIAL BREAK),
TAPPER,We're back with the CNN Democratic presidential debate. We want to turn now to the economy.,
TAPPER,"Secretary Castro, this is for you. Wage growth is up. Stocks are rising. Unemployment is near historic lows, including for Latinos and African-Americans. You have all outlined plans, but you in particular, that could end up raising taxes. How can you guarantee that won't hurt the economy?",
CASTRO," Well, first of all, there are a lot of Americans right now that are hurting. Just go and ask the folks that just received notice that they're getting laid off by General Motors, or ask the many folks who are sleeping on the streets in big cities and small towns across the United States, or ask fast food workers that I joined a couple of weeks ago that are working for minimum wage and can't provide for their families or pay the rent.",
CASTRO,"So the idea that America is doing just fine is wrong. Not only that, this president always likes to take credit, like he did this. We have now had about 105 straight months of positive job growth, the longest streak in American history.",
CASTRO,"Over 80 months of that was due to President Barack Obama. Thank you, Barack Obama. Thank you, Barack Obama.",
CASTRO,(APPLAUSE),
CASTRO,"So, you know, I believe that we need to invest in what will ensure that Americans can prosper in the years to come, making sure they have the knowledge and skills to compete in the 21st century economy, ensuring that they can afford the rent where they live and that they have health care so that they don't have to worry about going homeless because they can't afford a medical procedure.",
BASH," Thank you, Secretary Castro.",
BASH,I want to turn now to a question about trade and for Congresswoman Gabbard. Many saw the Trans-Pacific Partnership issue as something that would be a critical tool to deal with the rise of China. You were against it. How would you ensure that the United States is able to remain competitive against China on the world stage?,
GABBARD," By pushing for fair trade, not trade deals that give away the sovereignty of the American people and our country, that give away American jobs, and that threaten our environment. These are the three main issues with that massive trade deal, the Trans-Pacific Partnership.",
GABBARD,"I think the central one was the fact that it gave away our sovereignty to a panel of international corporations whose rulings would supersede any domestic law that we would pass, either a federal law or a state or a local law. This is extremely dangerous and goes against the very values that we have as a country.",
GABBARD,What to speak of the fact that it would have a negative impact on domestic jobs and that it lacked clear protections for our environment. These are the things that we have to keep at the forefront as we look to enact fair trade deals with other countries to make sure that we continue to be a thriving part of our global economy.,
GABBARD,(APPLAUSE),
BASH," So to be clear, Congresswoman, would you keep President Trump's tariffs on China in place?",
GABBARD," I would not, because the approach that President Trump has taken has been extremely volatile without any clear strategic plan, and it has a ravaging and devastating effect on our domestic manufacturers, on our farmers, who are already struggling and now failing to see the light of day because of the plan that Trump has taken.",
BASH," Vice President Biden, would you rejoin the Trans-Pacific Partnership, which, of course, President Trump withdrew from? Please respond.",
BIDEN," I'd renegotiate. We make up 25 percent of the world's economy. In order -- either China is going to write the rules of the road for the 21st century on trade or we are. We have to join with the 40 percent of the world that we had with us, and this time make sure that there's no one sitting at that table doing the deal unless environmentalists are there and labor is there.",
BIDEN,"And to make sure we equip our workers first to compete by investing in them now, in the things that make them more competitive. That's what we have to do. Otherwise, they are going to write the rules of the road. We must have the rest of the world join us to keep them in check from abusing.",
BASH," Thank you. Thank you. Vice President Biden, just to be clear, would you or would you not rejoin the TPP, yes or no?",
BIDEN," I would not rejoin the TPP as it was initially put forward. I would insist that we renegotiate pieces of that with the Pacific nations that we had in South America and North America, so that we could bring them together to hold China accountable for the rules of us setting the rules of the road as to how trade should be conducted. Otherwise, they're going to do exactly what they're doing, fill the vacuum and run the -- and run the table.",
BASH," Thank you, sir. Mayor de Blasio, you also oppose the deal. Please respond.",
DE BLASIO," Yeah, and I just want to ask this question of all the candidates, but particularly of Vice President Biden. President Trump is trying to sell NAFTA 2.0. He's got a new name for it. It's just as dangerous as the old NAFTA. It's going to take away American jobs like the old NAFTA, like it did to Michigan. And we cannot have Democrats be party to a new NAFTA.",
DE BLASIO,"So, Vice President, I believe you're the only person on the stage who voted for the original NAFTA. Are you ready to say here and now that you will oppose a new NAFTA and that what you will believe in, which is a lot of us hope for, is trade treaties that empower organized labor across the boundaries of the world and give working people power again, not just multinational corporations.",
BASH, Mr. Vice President?,
BIDEN, Yes.,
BASH," Your response? Your response, sir?",
BASH,(LAUGHTER),
BIDEN, Yes.,
BASH, That's it?,
BIDEN," No, he said, would I insist that labor be engaged?",
BIDEN,(APPLAUSE),
BIDEN,The answer is yes.,
DE BLASIO, I consider that a victory.,
BIDEN," Well, I love your affection for me. You spend a lot of time with me.",
BIDEN,(APPLAUSE),
DE BLASIO," You know what? We believe in redemption, Joe. We believe in redemption in this party.",
BIDEN," Well, I tell you what, I hope you're part of it.",
BASH," OK, I'm going to ask a question of Senator Bennet now. Senator, CNN reached out to Michigan Democratic primary voters for their most pressing question. Farris from Flint, Michigan, has this question"," ""Here in Detroit, our economy has seen firsthand how technology and automation can displace workers and create uncertainty around human job security. How would you balance these disruptions created by technology with the beneficial impact of technology on our economy?"
BENNET," Dana, this goes to the last question you asked, as well, which is, how are we going to remain competitive? It's not just about trade, which we were talking about earlier. It's about whether we're going to invest in this country anymore.",
BENNET,"Since 2001, we have cut $5 trillion worth of taxes. Almost all of that has gone to the wealthiest people in America. We have made the income inequality worse, not better, through the policies of the federal government. We've spent $5.6 trillion in the Middle East. That's $12 trillion or $13 trillion that from the point of view of driving the economy in Michigan, or anywhere else in America, we might as well just have lit that money on fire. We've got to stop doing that.",
BENNET,"And we need to invest in America again. For the money that we've spent that I just described, we could have fixed every road and bridge in this country. We could have fixed every airport that needs to be fixed. We could have fixed not just Flint, but every water system in this country.",
BASH, Thank you.,
BENNET, We could have made Social Security solvent for my children.,
BASH," Thank you, Senator.",
BENNET," But we did none of it because of self-serving politicians in Washington, D.C., who voted for deals that were good for them but not for Michigan or the American people.",
BASH," Senator Bennet, thank you very much. Your time is up, sir.",
BASH,(APPLAUSE),
BENNET, Thank you.,
BASH," Mr. Yang, Mr. Yang, women on average earn 80 cents, about 80 cents for every dollar earned by men. Senator Harris wants to fine companies that don't close their gender pay gaps. As an entrepreneur, do you think a stiff fine will change how companies pay their female employees?",
YANG," I have seen firsthand the inequities in the business world where women are concerned, particularly in start-ups and entrepreneurship. We have to do more at every step. And if you're a woman entrepreneur, the obstacles start not just at home, but then when you seek a mentor or an investor, often they don't look like you and they might not think your idea is the right one.",
YANG,"In order to give women a leg up, what we have to do is we have to think about women in every situation, including the ones who are in exploitive and abusive jobs and relationships around the country. I'm talking about the waitress who's getting harassed by her boss at the diner who might have a business idea, but right now is stuck where she is.",
YANG,"What we have to do is we have to give women the economic freedom to be able to improve their own situations and start businesses, and the best way to do this is by putting a dividend of $1,000 a month into their hands.",
YANG,(APPLAUSE),
YANG,"It would be a game-changer for women around the country, because we know that women do more of the unrecognized and uncompensated work in our society. It will not change unless we change it. And I say that's just what we do.",
YANG,(APPLAUSE),
BASH," Senator Harris, your response?",
HARRIS," I think that's support of my proposal, which is this. Since 1963, when we passed the Equal Pay Act, we have been talking about the fact women are not paid equally for equal work. Fast forward to the year of our lord 2019, and women are paid 80 cents on the dollar, black women 61 cents, Native American woman 58 cents, Latinas 53 cents.",
HARRIS,"I'm done with the conversation. So, yes, I am proposing in order to deal with this, one, I'm going to require corporations to post on their website whether they are paying women equally for equal work. Two, they will be fined for every 1 percent differential between what they're paying men and women, they will be fined 1 percent of their previous year's profit. That will get everybody's attention.",
BASH," Thank you, Senator.",
HARRIS, Time for action.,
BASH," Senator Gillibrand, what's your response? Will fining companies help solve the problem?",
GILLIBRAND, I think we have to have a broader conversation about whether we value women and whether we want to make sure women have every opportunity in the workplace.,
GILLIBRAND,"And I want to address Vice President Biden directly. When the Senate was debating middle-class affordability for childcare, he wrote an op-ed. He voted against it, the only vote, but what he wrote in an op-ed was that he believed that women working outside the home would, quote, ""create the deterioration of family."" He also said that women who were working outside the home were, quote, ""avoiding responsibility.""",
